(morp)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
지휘	0	0	0	0	0	0	0	0	0	0	1	0
예	0	0	0	0	0	0	0	0	0	0	25	0
실제로	0	0	0	0	0	0	0	0	0	0	25	0
찰턴	4	0	0	0	0	0	0	0	0	0	0	0
주지사	0	0	0	0	0	0	0	0	0	0	1	0
행색	0	0	0	0	0	0	0	0	0	0	1	0
경남	0	0	1	0	0	0	0	0	0	0	0	0
빨개지	0	0	0	0	0	0	0	0	0	0	1	0
마드리드회의	0	1	0	0	0	0	0	0	0	0	0	0
어서	0	0	0	0	0	0	0	0	0	0	192	0
전기	0	0	0	0	0	0	0	0	0	0	4	0
새안골	0	0	0	0	0	0	0	0	0	0	3	0
홱	0	0	0	0	0	0	0	0	0	0	1	0
세기말	0	0	0	0	0	0	0	0	0	0	0	1
밤차	0	0	0	0	0	0	0	0	0	0	1	0
가난때문	0	0	0	0	0	0	0	0	0	0	1	0
일렁이	0	0	0	0	0	0	0	0	0	0	1	0
명주실	0	0	0	0	0	0	0	0	0	0	1	0
밀양	0	0	2	0	0	0	0	0	0	0	0	0
흡수	0	0	0	0	0	0	0	0	0	0	2	0
반한	0	0	0	0	0	0	0	0	0	0	2	0
세계무역기구	0	1	0	0	0	0	0	0	0	0	0	0
송편	0	0	0	0	0	0	0	0	0	0	1	0
원판	0	0	0	0	0	0	0	0	0	0	1	0
온존	0	0	0	0	0	0	0	0	0	0	1	0
정민	1	0	0	0	0	0	0	0	0	0	0	0
무시	0	0	0	0	0	0	0	0	0	0	3	0
衡平	0	0	0	0	0	0	0	0	0	0	1	0
通念	0	0	0	0	0	0	0	0	0	0	1	0
극장	0	0	0	0	0	0	0	0	0	0	6	1
한심	0	0	0	0	0	0	0	0	0	0	3	0
쌍꺼풀	0	0	0	0	0	0	0	0	0	0	1	0
비열	0	0	0	0	0	0	0	0	0	0	1	0
組減法	0	0	0	0	0	0	0	0	0	0	1	0
러시아	0	0	26	0	0	0	0	0	0	0	0	0
알리	0	0	0	0	0	0	0	0	0	0	31	0
새끼	0	0	0	0	0	0	0	0	0	0	5	0
페인트	0	0	0	0	0	0	0	0	0	0	1	0
크라프라윤	0	0	0	0	0	0	0	0	0	0	0	2
법원	0	3	0	0	0	0	0	0	0	0	0	1
확립	0	0	0	0	0	0	0	0	0	0	8	0
관람	0	0	0	0	0	0	0	0	0	0	1	0
드러눕	0	0	0	0	0	0	0	0	0	0	6	0
살아나	0	0	0	0	0	0	0	0	0	0	2	0
북침설	0	0	0	0	0	0	0	0	0	0	1	0
펼쳐지	0	0	0	0	0	0	0	0	0	0	2	0
김재건대표	1	0	0	0	0	0	0	0	0	0	0	0
정주학자	0	0	0	0	0	0	0	0	0	0	1	0
장가가	0	0	0	0	0	0	0	0	0	0	1	0
윗질	0	0	0	0	0	0	0	0	0	0	1	0
올해	0	0	0	8	0	0	0	0	0	0	5	0
더라고	0	0	0	0	0	0	0	0	0	0	3	0
공항	0	0	0	0	0	0	0	0	0	0	2	0
소용돌이	0	0	0	0	0	0	0	0	0	0	5	0
한국인권운동단체	0	1	0	0	0	0	0	0	0	0	0	0
송액영복	0	0	0	0	0	0	0	0	0	0	1	0
새롭	0	0	0	0	0	0	0	0	0	0	77	0
반목	0	0	0	0	0	0	0	0	0	0	1	0
수신반	0	0	0	0	0	0	0	0	0	0	1	0
설비	0	0	0	0	0	0	0	0	0	0	1	0
추상미	1	0	0	0	0	0	0	0	0	0	0	0
클림트	0	0	0	0	0	0	0	0	0	0	1	0
점증	0	0	0	0	0	0	0	0	0	0	1	0
쇼부	0	0	0	0	0	0	0	0	0	0	1	0
달려오	0	0	0	0	0	0	0	0	0	0	1	0
웃	0	0	0	0	0	0	0	0	0	0	12	0
손님유치	0	0	0	0	0	0	0	0	0	0	1	0
공백	0	0	0	0	0	0	0	0	0	0	1	0
사정의지	0	0	0	0	0	0	0	0	0	0	1	0
세금부담	0	0	0	0	0	0	0	0	0	0	2	0
開城	0	0	1	0	0	0	0	0	0	0	0	0
兩班社會	0	0	0	0	0	0	0	0	0	0	1	0
비전	0	0	0	0	0	0	0	0	0	0	1	0
한눈팔	0	0	0	0	0	0	0	0	0	0	1	0
입사	0	0	0	0	0	0	0	0	0	0	1	0
물리학	0	0	0	0	0	0	0	0	0	0	3	0
정반대	0	0	0	0	0	0	0	0	0	0	2	0
총무청	0	1	0	0	0	0	0	0	0	0	0	0
결미	0	0	0	0	0	0	0	0	0	0	1	0
속이	0	0	0	0	0	0	0	0	0	0	2	0
순임이	4	0	0	0	0	0	0	0	0	0	0	0
감사원	0	1	0	0	0	0	0	0	0	0	0	0
25	0	0	0	4	1	0	0	0	0	0	11	4
판례	0	0	0	0	0	0	0	0	0	0	1	0
촬영기사	0	0	0	0	0	0	0	0	0	0	1	0
비치	0	0	0	0	0	0	0	0	0	0	10	0
개시년도	0	0	0	0	0	0	0	0	0	0	1	0
줄기	0	0	0	0	0	0	0	0	0	0	4	0
꺼내	0	0	0	0	0	0	0	0	0	0	13	0
일과	0	0	0	0	0	0	0	0	0	0	1	0
이기순씨	1	0	0	0	0	0	0	0	0	0	0	0
패션	0	0	0	0	0	0	0	0	0	0	1	0
옛집	0	0	0	0	0	0	0	0	0	0	1	0
化肉	0	0	0	0	0	0	0	0	0	0	1	0
가수그룹	0	0	0	0	0	0	0	0	0	0	0	1
사관	0	0	0	0	0	0	0	0	0	0	1	0
終末論	0	0	0	0	0	0	0	0	0	0	1	0
어긋나	0	0	0	0	0	0	0	0	0	0	1	0
여기저기	0	0	0	0	0	0	0	0	0	0	1	0
코엔	1	0	0	0	0	0	0	0	0	0	0	0
종군위안부	0	3	0	0	0	0	0	0	0	0	0	0
날래	0	0	0	0	0	0	0	0	0	0	1	0
희희낙락	0	0	0	0	0	0	0	0	0	0	1	0
허사	0	0	0	0	0	0	0	0	0	0	2	0
반비례	0	0	0	0	0	0	0	0	0	0	3	0
동원대상	0	0	0	0	0	0	0	0	0	0	1	0
중학교	0	1	0	0	0	0	0	0	0	0	4	0
약값	0	0	0	0	0	0	0	0	0	0	1	0
모으	0	0	0	0	0	0	0	0	0	0	32	0
전시공간	0	0	0	0	0	0	0	0	0	0	1	0
이상선	1	0	0	0	0	0	0	0	0	0	0	0
변혁	0	0	0	0	0	0	0	0	0	0	11	0
부인병	0	0	0	0	0	0	0	0	0	0	2	0
강물	0	0	0	0	0	0	0	0	0	0	2	0
결론짓	0	0	0	0	0	0	0	0	0	0	2	0
연금술	0	0	0	0	0	0	0	0	0	0	5	0
정치면	0	0	0	0	0	0	0	0	0	0	1	0
믿음	0	0	0	0	0	0	0	0	0	0	9	0
내달	0	0	0	2	0	0	0	0	0	0	0	1
일환	0	0	0	0	0	0	0	0	0	0	5	0
정	1	0	0	0	0	0	0	0	0	0	9	0
다자간	0	0	0	0	0	0	0	0	0	0	1	0
끼어들	0	0	0	0	0	0	0	0	0	0	1	0
어지간	0	0	0	0	0	0	0	0	0	0	2	0
아무런	0	0	0	0	0	0	0	0	0	0	7	0
종사자	0	0	0	0	0	0	0	0	0	0	2	0
꾸준	0	0	0	0	0	0	0	0	0	0	1	0
부류	0	0	0	0	0	0	0	0	0	0	1	0
인공팔	0	0	0	0	0	0	0	0	0	0	1	0
수락연설	0	0	0	0	0	0	0	0	0	0	1	0
정우성씨	1	0	0	0	0	0	0	0	0	0	0	0
에다	0	0	0	0	0	0	0	0	0	0	31	0
지껄이	0	0	0	0	0	0	0	0	0	0	1	0
잉글리시	0	0	0	0	0	0	0	0	0	0	1	0
탄핵	0	0	0	0	0	0	0	0	0	0	1	0
태국	0	0	3	0	0	0	0	0	0	0	0	0
대사제	0	0	0	0	0	0	0	0	0	0	1	0
설사	0	0	0	0	0	0	0	0	0	0	1	0
특기	0	0	0	0	0	0	0	0	0	0	1	0
절로	0	0	0	0	0	0	0	0	0	0	3	0
대응태세	0	0	0	0	0	0	0	0	0	0	2	0
꺼꾸러뜨리	0	0	0	0	0	0	0	0	0	0	1	0
이활	1	0	0	0	0	0	0	0	0	0	0	0
허둥대	0	0	0	0	0	0	0	0	0	0	3	0
입원중	0	0	0	0	0	0	0	0	0	0	1	0
다르	0	0	0	0	0	0	0	0	0	0	33	0
생	0	0	0	0	0	0	0	0	0	0	21	1
호통	0	0	0	0	0	0	0	0	0	0	1	0
전쟁	0	0	0	0	0	0	0	0	0	0	18	1
모래사장	0	0	0	0	0	0	0	0	0	0	1	0
취득세	0	0	0	0	0	0	0	0	0	0	1	0
가로수	0	0	0	0	0	0	0	0	0	0	1	0
문안	0	0	0	0	0	0	0	0	0	0	2	0
초읍	0	0	1	0	0	0	0	0	0	0	0	0
갈	0	0	0	0	0	0	0	0	0	0	5	0
갑오개혁	0	0	0	0	0	0	0	0	0	0	1	0
만물	0	0	0	0	0	0	0	0	0	0	1	0
체포사건	0	0	0	0	0	0	0	0	0	0	1	0
적	0	0	0	0	0	0	0	0	0	0	765	0
아	0	1	0	0	0	0	0	0	0	0	1329	1
터키	0	0	1	0	0	0	0	0	0	0	0	0
안팎	0	0	0	0	0	0	0	0	0	0	4	0
월남	0	0	1	0	0	0	0	0	0	0	1	0
산업자원부	0	1	0	0	0	0	0	0	0	0	0	0
시간	0	0	0	0	0	0	0	0	0	0	37	30
출전선수단	0	1	0	0	0	0	0	0	0	0	0	0
오이다	0	0	0	0	0	0	0	0	0	0	1	0
남북한간	0	0	1	0	0	0	0	0	0	0	0	0
끝무렵	0	0	0	0	0	0	0	0	0	0	1	0
이집트	0	0	10	0	0	0	0	0	0	0	0	0
부부별산제	0	0	0	0	0	0	0	0	0	0	1	0
국민훈장	0	0	0	0	0	0	0	0	0	0	1	0
떠오르	0	0	0	0	0	0	0	0	0	0	18	0
쓰디쓰	0	0	0	0	0	0	0	0	0	0	1	0
남파	0	0	3	0	0	0	0	0	0	0	0	0
193	0	0	0	0	0	0	0	0	0	0	1	0
입김	0	0	0	0	0	0	0	0	0	0	1	0
객지	0	0	0	0	0	0	0	0	0	0	1	0
놀	0	0	0	0	0	0	0	0	0	0	12	0
출근	0	0	0	0	0	0	0	0	0	0	3	0
활동사진	0	1	0	0	0	0	0	0	0	0	0	0
장	3	0	0	0	0	0	0	0	0	0	19	0
공식일정	0	0	0	0	0	0	0	0	0	0	1	0
처용무	0	0	0	0	0	0	0	0	0	0	1	0
일치감	0	0	0	0	0	0	0	0	0	0	1	0
입시철	0	0	0	1	0	0	0	0	0	0	0	0
관람객	0	0	0	0	0	0	0	0	0	0	1	0
단신	0	0	0	0	0	0	0	0	0	0	1	0
김유신	1	0	0	0	0	0	0	0	0	0	0	0
들먹거리	0	0	0	0	0	0	0	0	0	0	1	0
의원수	0	0	0	0	0	0	0	0	0	0	1	0
연구가	0	0	0	0	0	0	0	0	0	0	1	0
데이타	0	0	0	0	0	0	0	0	0	0	5	0
얼굴묘사	0	0	0	0	0	0	0	0	0	0	1	0
부품	0	0	0	0	0	0	0	0	0	0	1	0
언니	0	0	0	0	0	0	0	0	0	0	3	0
보도	0	0	0	0	0	0	0	0	0	0	12	0
이슬라미	0	0	0	0	0	0	0	0	0	0	0	1
검둥오리	0	0	0	0	0	0	0	0	0	0	1	0
거꾸로	0	0	0	0	0	0	0	0	0	0	3	0
외무부	0	4	0	0	0	0	0	0	0	0	0	0
표	1	0	0	0	0	0	0	0	0	0	4	0
이양호	2	0	0	0	0	0	0	0	0	0	0	0
복도	0	0	0	0	0	0	0	0	0	0	5	0
통폐합	0	0	0	0	0	0	0	0	0	0	3	0
합격	0	0	0	0	0	0	0	0	0	0	3	0
교복	0	0	0	0	0	0	0	0	0	0	2	0
것	0	0	0	0	0	0	0	0	0	0	1315	0
PD	0	0	0	0	0	0	0	0	0	0	1	0
民間化	0	0	0	0	0	0	0	0	0	0	1	0
병폐	0	0	0	0	0	0	0	0	0	0	1	0
신여망당	0	2	0	0	0	0	0	0	0	0	0	0
알랑	1	0	0	0	0	0	0	0	0	0	0	0
시원	0	0	0	0	0	0	0	0	0	0	3	0
한참	0	0	0	0	0	0	0	0	0	0	5	0
총판	0	0	0	0	0	0	0	0	0	0	1	0
라이터	0	0	0	0	0	0	0	0	0	0	18	0
데이비드	1	0	0	0	0	0	0	0	0	0	0	0
굴레	0	0	0	0	0	0	0	0	0	0	1	0
휴전협정	0	7	0	0	0	0	0	0	0	0	0	0
케리	1	0	0	0	0	0	0	0	0	0	0	0
드라	0	0	0	0	0	0	0	0	0	0	1	0
트	0	0	0	0	0	0	0	0	0	0	1	1
미달	0	0	0	0	0	0	0	0	0	0	1	0
미디안	0	0	1	0	0	0	0	0	0	0	0	0
호감	0	0	0	0	0	0	0	0	0	0	1	0
권씨	8	0	0	0	0	0	0	0	0	0	0	0
남자	0	0	0	0	0	0	0	0	0	0	15	0
한국판	0	0	1	0	0	0	0	0	0	0	0	0
정기인사	0	0	0	0	0	0	0	0	0	0	1	0
당시	0	0	0	0	0	0	0	0	0	0	45	1
algebra	0	0	0	0	0	0	0	0	0	0	1	0
조로아스터	9	0	0	0	0	0	0	0	0	0	0	0
임예진씨	1	0	0	0	0	0	0	0	0	0	0	0
순환이론	0	0	0	0	0	0	0	0	0	0	5	0
다곤	1	0	0	0	0	0	0	0	0	0	0	0
국민투자	0	0	0	0	0	0	0	0	0	0	3	0
조일	0	1	0	0	0	0	0	0	0	0	0	0
修行	0	0	0	0	0	0	0	0	0	0	1	0
조약	0	0	0	0	0	0	0	0	0	0	6	1
차원	0	0	0	0	0	0	0	0	0	0	13	0
number	0	0	0	0	0	0	0	0	0	0	1	0
던	0	0	0	0	0	0	0	0	0	0	508	0
철권	0	0	0	0	0	0	0	0	0	0	1	0
대제관	1	0	0	0	0	0	0	0	0	0	0	0
전가	0	0	0	0	0	0	0	0	0	0	2	0
시공업체	0	0	0	0	0	0	0	0	0	0	1	0
인격	0	0	0	0	0	0	0	0	0	0	2	0
피습	0	0	0	0	0	0	0	0	0	0	1	0
이어받	0	0	0	0	0	0	0	0	0	0	3	0
역사교과서	0	0	0	0	0	0	0	0	0	0	1	0
작	0	0	0	0	0	0	0	0	0	0	20	0
군림	0	0	0	0	0	0	0	0	0	0	2	0
어리	0	0	0	0	0	0	0	0	0	0	21	0
자원	0	0	0	0	0	0	0	0	0	0	5	0
정지	0	0	0	0	0	0	0	0	0	0	5	0
도망길	0	0	0	0	0	0	0	0	0	0	1	0
신문	0	0	0	0	0	0	0	0	0	0	18	0
1999	0	0	0	2	0	0	0	0	0	0	0	0
발달	0	0	0	0	0	0	0	0	0	0	5	0
韓	0	0	2	0	0	0	0	0	0	0	0	0
종양진단	0	0	0	0	0	0	0	0	0	0	1	0
박창덕	1	0	0	0	0	0	0	0	0	0	0	0
재가동	0	0	0	0	0	0	0	0	0	0	1	0
프랑스인	0	0	0	0	0	0	0	0	0	0	1	0
임정	0	0	0	0	0	0	0	0	0	0	1	0
類推	0	0	0	0	0	0	0	0	0	0	1	0
어쨌든	0	0	0	0	0	0	0	0	0	0	12	0
탁	0	0	0	0	0	0	0	0	0	0	1	0
공통점	0	0	0	0	0	0	0	0	0	0	1	0
지질막	0	0	0	0	0	0	0	0	0	0	1	0
클레망	2	0	0	0	0	0	0	0	0	0	0	0
탄생	0	0	0	0	0	0	0	0	0	0	2	0
물기	0	0	0	0	0	0	0	0	0	0	1	0
뜨개질	0	0	0	0	0	0	0	0	0	0	1	0
물리공식	0	0	0	0	0	0	0	0	0	0	2	0
원본	0	0	0	0	0	0	0	0	0	0	1	0
파벌	0	0	0	0	0	0	0	0	0	0	9	0
폭발물	0	0	0	0	0	0	0	0	0	0	1	0
전상서	0	0	0	0	0	0	0	0	0	0	1	0
윤리법	0	0	0	0	0	0	0	0	0	0	1	0
불법개조	0	0	0	0	0	0	0	0	0	0	1	0
안보문제	0	0	0	0	0	0	0	0	0	0	1	0
맞	0	0	0	0	0	0	0	0	0	0	63	0
대우중공업	0	1	0	0	0	0	0	0	0	0	0	0
국진이	2	0	0	0	0	0	0	0	0	0	0	0
흙먼지	0	0	0	0	0	0	0	0	0	0	1	0
절반	0	0	0	0	0	0	0	0	0	0	5	0
공감	0	0	0	0	0	0	0	0	0	0	3	0
여론	0	0	0	0	0	0	0	0	0	0	6	0
면민	0	0	0	0	0	0	0	0	0	0	1	0
지식	0	0	0	0	0	0	0	0	0	0	40	0
표출	0	0	0	0	0	0	0	0	0	0	1	0
ㄴ다며	0	0	0	0	0	0	0	0	0	0	2	0
종양	0	0	0	0	0	0	0	0	0	0	1	0
숭상	0	0	0	0	0	0	0	0	0	0	3	0
워홀	10	0	0	0	0	0	0	0	0	0	0	0
핏기	0	0	0	0	0	0	0	0	0	0	1	0
국왕시대	0	0	0	1	0	0	0	0	0	0	0	0
정원식	2	0	0	0	0	0	0	0	0	0	0	0
자격	0	0	0	0	0	0	0	0	0	0	1	0
기입항목	0	0	0	0	0	0	0	0	0	0	1	0
멍청	0	0	0	0	0	0	0	0	0	0	1	0
내접	0	0	0	0	0	0	0	0	0	0	1	0
행인	0	0	0	0	0	0	0	0	0	0	3	0
동학혁명	0	0	0	0	0	0	0	0	0	0	1	0
원	0	0	0	0	0	0	0	0	0	0	68	0
통합방송법	0	0	0	0	0	0	0	0	0	0	1	0
원망	0	0	0	0	0	0	0	0	0	0	1	0
보름달	0	0	0	0	0	0	0	0	0	0	2	0
불우이웃	0	0	0	0	0	0	0	0	0	0	1	0
에게서	0	0	0	0	0	0	0	0	0	0	12	0
차광막	0	0	0	0	0	0	0	0	0	0	1	0
로보	1	0	0	0	0	0	0	0	0	0	0	0
난점	0	0	0	0	0	0	0	0	0	0	1	0
번잡	0	0	0	0	0	0	0	0	0	0	1	0
라도	0	0	0	0	0	0	0	0	0	0	38	0
플레이	0	0	0	0	0	0	0	0	0	0	2	0
허	27	0	0	0	0	0	0	0	0	0	0	0
그다지	0	0	0	0	0	0	0	0	0	0	1	0
鄭	1	0	0	0	0	0	0	0	0	0	0	0
간사	0	0	0	0	0	0	0	0	0	0	2	0
고씨	1	0	0	0	0	0	0	0	0	0	0	0
모델계약	0	0	0	0	0	0	0	0	0	0	1	0
주인집	0	0	0	0	0	0	0	0	0	0	2	0
농업고등	0	0	0	0	0	0	0	0	0	0	1	0
연해주	0	0	0	0	0	0	0	0	0	0	1	0
자	0	0	0	0	0	0	0	0	0	0	131	2
필름	0	0	0	0	0	0	0	0	0	0	2	0
교육문화회관	0	0	0	0	0	0	0	0	0	0	1	0
해군	0	2	0	0	0	0	0	0	0	0	0	1
고갈년도	0	0	0	0	0	0	0	0	0	0	1	0
공정선거	0	0	0	0	0	0	0	0	0	0	1	0
신세대	0	0	0	0	0	0	0	0	0	0	3	0
국문	0	0	0	0	0	0	0	0	0	0	1	0
확실	0	0	0	0	0	0	0	0	0	0	7	0
예의	0	0	0	0	0	0	0	0	0	0	1	0
재발방지	0	0	0	0	0	0	0	0	0	0	1	0
땅값	0	0	0	0	0	0	0	0	0	0	2	0
조성	0	0	0	0	0	0	0	0	0	0	6	0
철강	0	0	0	0	0	0	0	0	0	0	1	0
상고	0	0	0	0	0	0	0	0	0	0	1	0
지난해초	0	0	0	1	0	0	0	0	0	0	0	0
개관기념	0	0	0	0	0	0	0	0	0	0	1	0
1942	0	0	0	1	0	0	0	0	0	0	0	0
선생	0	0	0	0	0	0	0	0	0	0	65	0
뽕짜짝	0	0	0	0	0	0	0	0	0	0	1	0
연구반	0	0	0	0	0	0	0	0	0	0	1	0
소위	0	0	0	0	0	0	0	0	0	0	3	0
허파	0	0	0	0	0	0	0	0	0	0	1	0
농후	0	0	0	0	0	0	0	0	0	0	1	0
명랑	0	0	0	0	0	0	0	0	0	0	3	0
위원	0	0	0	0	0	0	0	0	0	0	3	0
붙잡	0	0	0	0	0	0	0	0	0	0	5	0
외아들	0	0	0	0	0	0	0	0	0	0	1	0
후일	0	0	0	0	0	0	0	0	0	0	1	0
남구	0	0	1	0	0	0	0	0	0	0	0	0
나가	0	0	0	0	0	0	0	0	0	0	71	0
넥타이부대	0	0	0	0	0	0	0	0	0	0	1	0
조어대	0	0	0	0	0	0	0	0	0	0	1	0
초래	0	0	0	0	0	0	0	0	0	0	4	0
이제	0	0	0	0	0	0	0	0	0	0	51	0
경리	0	0	0	0	0	0	0	0	0	0	1	0
각	0	0	0	0	0	0	0	0	0	0	18	0
발산	0	0	0	0	0	0	0	0	0	0	1	0
백악실	0	0	0	0	0	0	0	0	0	0	1	0
담기	0	0	0	0	0	0	0	0	0	0	15	0
종교개혁	0	0	0	0	0	0	0	0	0	0	1	0
폭력단	0	0	0	0	0	0	0	0	0	0	1	0
달새	0	0	0	0	0	0	0	0	0	0	0	1
시나위	0	0	0	0	0	0	0	0	0	0	1	0
뛰치	0	0	0	0	0	0	0	0	0	0	1	0
對韓	0	0	1	0	0	0	0	0	0	0	0	0
樗肩	0	0	0	0	0	0	0	0	0	0	1	0
가열	0	0	0	0	0	0	0	0	0	0	2	0
갖	0	0	0	0	0	0	0	0	0	0	43	0
지원액	0	0	0	0	0	0	0	0	0	0	1	0
식민지시대	0	0	0	0	0	0	0	0	0	0	1	0
꽁꽁	0	0	0	0	0	0	0	0	0	0	1	0
三星	0	1	0	0	0	0	0	0	0	0	0	0
영화	0	0	0	0	0	0	0	0	0	0	89	0
역대정부	0	1	0	0	0	0	0	0	0	0	0	0
등급심의	0	0	0	0	0	0	0	0	0	0	1	0
우범자	0	0	0	0	0	0	0	0	0	0	1	0
애로	0	0	0	0	0	0	0	0	0	0	1	0
당면	0	0	0	0	0	0	0	0	0	0	2	0
외국테러	0	0	0	0	0	0	0	0	0	0	1	0
구조주의	0	0	0	0	0	0	0	0	0	0	1	0
드레스	0	0	0	0	0	0	0	0	0	0	3	0
타자	0	0	0	0	0	0	0	0	0	0	1	0
리즈	1	0	0	0	0	0	0	0	0	0	0	0
우선	0	0	0	0	0	0	0	0	0	0	26	0
북한	0	0	68	1	0	0	0	0	0	0	1	0
대응관계	0	0	0	0	0	0	0	0	0	0	1	0
음악사랑	0	0	0	0	0	0	0	0	0	0	1	0
제정과정	0	0	0	0	0	0	0	0	0	0	1	0
둘러싸이	0	0	0	0	0	0	0	0	0	0	2	0
구소련	0	0	3	0	0	0	0	0	0	0	0	0
밝	0	0	0	0	0	0	0	0	0	0	7	0
민이	57	0	0	0	0	0	0	0	0	0	0	0
노부모	0	0	0	0	0	0	0	0	0	0	1	0
말없이	0	0	0	0	0	0	0	0	0	0	4	0
오상민	1	0	0	0	0	0	0	0	0	0	0	0
북청사자	0	0	0	0	0	0	0	0	0	0	1	0
北	0	0	0	0	0	0	0	0	0	0	0	1
고모	0	0	0	0	0	0	0	0	0	0	3	0
가장	0	0	0	0	0	0	0	0	0	0	67	0
용산	0	1	0	0	0	0	0	0	0	0	0	0
독재	0	0	0	0	0	0	0	0	0	0	3	0
오카야마	0	0	1	0	0	0	0	0	0	0	0	0
사나흘	0	0	0	1	0	0	0	0	0	0	0	0
외계	0	0	0	0	0	0	0	0	0	0	1	0
여의도	0	0	3	0	0	0	0	0	0	0	0	0
삐걱	0	0	0	0	0	0	0	0	0	0	1	0
이름	0	0	0	0	0	0	0	0	0	0	39	0
벼랑	0	0	0	0	0	0	0	0	0	0	1	0
가속	0	0	0	0	0	0	0	0	0	0	4	0
습니까	0	0	0	0	0	0	0	0	0	0	2	0
불평등조약	0	0	0	0	0	0	0	0	0	0	1	0
무엇	0	0	0	0	0	0	0	0	0	0	39	0
마당	0	0	0	0	0	0	0	0	0	0	5	0
어라	0	0	0	0	0	0	0	0	0	0	1	0
따스	0	0	0	0	0	0	0	0	0	0	1	0
바이오선물	0	0	0	0	0	0	0	0	0	0	1	0
영상사업단	0	0	0	0	0	0	0	0	0	0	0	1
분명하	0	0	0	0	0	0	0	0	0	0	2	0
인터네이션	0	0	0	0	0	0	0	0	0	0	1	0
이주	0	0	0	0	0	0	0	0	0	0	1	0
제물	0	0	0	0	0	0	0	0	0	0	1	0
최진희	2	0	0	0	0	0	0	0	0	0	0	0
백혈병	0	0	0	0	0	0	0	0	0	0	1	0
=	0	0	0	0	0	0	0	0	0	0	9	0
폭동	0	0	0	0	0	0	0	0	0	0	1	0
스튜디오	0	0	0	0	0	0	0	0	0	0	1	0
으로서	0	0	0	0	0	0	0	0	0	0	46	0
코맥	0	0	0	0	0	0	0	0	0	0	0	1
순조	0	0	0	0	0	0	0	0	0	0	1	0
시정책	0	0	0	0	0	0	0	0	0	0	1	0
보고	0	0	0	0	0	0	0	0	0	0	4	0
평준	0	0	0	0	0	0	0	0	0	0	5	0
말리	0	0	0	0	0	0	0	0	0	0	7	0
신속	0	0	0	0	0	0	0	0	0	0	1	0
그리스어	0	0	0	0	0	0	0	0	0	0	1	0
현중	2	0	0	0	0	0	0	0	0	0	0	0
듯이	0	0	0	0	0	0	0	0	0	0	32	0
다채	0	0	0	0	0	0	0	0	0	0	1	0
신씨네	0	2	0	0	0	0	0	0	0	0	0	0
재질	0	0	0	0	0	0	0	0	0	0	1	0
호봉	0	0	0	0	0	0	0	0	0	0	1	0
국면	0	0	0	0	0	0	0	0	0	0	2	0
예약	0	0	0	0	0	0	0	0	0	0	3	0
갈피	0	0	0	0	0	0	0	0	0	0	1	0
사산조	0	0	0	0	0	0	0	0	0	0	1	1
걱정	0	0	0	0	0	0	0	0	0	0	16	0
우연찮	0	0	0	0	0	0	0	0	0	0	1	0
정학	0	0	0	0	0	0	0	0	0	0	2	0
투덜거리	0	0	0	0	0	0	0	0	0	0	1	0
박지원씨	1	0	0	0	0	0	0	0	0	0	0	0
때리	0	0	0	0	0	0	0	0	0	0	9	0
봄	0	0	0	9	0	0	0	0	0	0	1	3
정체불명	0	0	0	0	0	0	0	0	0	0	1	0
청취자	0	0	0	0	0	0	0	0	0	0	1	0
아래층	0	0	0	0	0	0	0	0	0	0	1	0
짜투리	0	0	0	0	0	0	0	0	0	0	1	0
비비	0	0	0	0	0	0	0	0	0	0	1	0
합동군사	0	0	0	0	0	0	0	0	0	0	1	0
실효	0	0	0	0	0	0	0	0	0	0	2	0
청소년기	0	0	0	0	0	0	0	0	0	0	1	0
1833	0	0	0	1	0	0	0	0	0	0	0	0
대량	0	0	0	0	0	0	0	0	0	0	2	0
김부일회장	1	0	0	0	0	0	0	0	0	0	0	0
경쟁력제고	0	0	0	0	0	0	0	0	0	0	1	0
연유	0	0	0	0	0	0	0	0	0	0	3	0
상주단체	0	0	0	0	0	0	0	0	0	0	1	0
서신집	0	0	0	0	0	0	0	0	0	0	1	0
우울증	0	0	0	0	0	0	0	0	0	0	1	0
수건	0	0	0	0	0	0	0	0	0	0	3	0
교육예산	0	0	0	0	0	0	0	0	0	0	2	0
천진난만	0	0	0	0	0	0	0	0	0	0	1	0
예견	0	0	0	0	0	0	0	0	0	0	1	0
백송	0	0	0	0	0	0	0	0	0	0	2	0
계산	0	0	0	0	0	0	0	0	0	0	9	0
타임머신	0	0	0	0	0	0	0	0	0	0	1	0
시호	0	0	0	0	0	0	0	0	0	0	1	0
투쟁	0	0	0	0	0	0	0	0	0	0	4	0
여당	0	10	0	0	0	0	0	0	0	0	0	1
작품전	0	0	0	0	0	0	0	0	0	0	1	0
뛰어들	0	0	0	0	0	0	0	0	0	0	4	0
금언	0	0	0	0	0	0	0	0	0	0	1	0
속하	0	0	0	0	0	0	0	0	0	0	12	0
하루낮	0	0	0	1	0	0	0	0	0	0	0	0
십만	0	0	0	0	0	0	0	0	0	0	1	0
원병오	1	0	0	0	0	0	0	0	0	0	0	0
증인	0	0	0	0	0	0	0	0	0	0	2	0
이야	0	0	0	0	0	0	0	0	0	0	1	0
지붕	0	0	0	0	0	0	0	0	0	0	4	0
구색	0	0	0	0	0	0	0	0	0	0	1	0
